genome	magscot_domain	magscot_score	cluster_97_final	genome_rep97	GreatApes_95_final	kingdom	phylum	class	order	family	genus	species	in_manara	in_uhgg	novel
H07650-L1_cleanbin_000011	Archaea	0.905660377358491	Ggorilla_cluster97_000027	H07613-L1_cleanbin_000013	GreatApes_cluster95_002815	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002815	TRUE	FALSE	FALSE
ManaraSGB19942	Archaea	0.622641509433962	ManaraSGB19942	ManaraSGB19942	GreatApes_cluster95_002815	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002815	TRUE	FALSE	FALSE
H07677-L1_cleanbin_000012	Archaea	0.943396226415094	Ptschw_cluster97_000085	H07677-L1_cleanbin_000012	GreatApes_cluster95_002816	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002816	FALSE	FALSE	TRUE
MGYG000004339	Archaea	0.943396226415094	MGYG000004339	MGYG000004339	GreatApes_cluster95_002817	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__UBA71	s__UBA71_sp006954465	FALSE	TRUE	FALSE
MGYG000001856	Archaea	0.943396226415094	MGYG000001856	MGYG000001856	GreatApes_cluster95_002818	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__Methanomassiliicoccus_A	s__Methanomassiliicoccus_A_sp905203995	FALSE	TRUE	FALSE
MGYG000002162	Archaea	0.943396226415094	MGYG000002162	MGYG000002162	GreatApes_cluster95_002819	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A_oralis	FALSE	TRUE	FALSE
H07667-L1_cleanbin_000023	Bacteria	0.941666666666667	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07670-L1_cleanbin_000011	Bacteria	0.941666666666667	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07649-L1_cleanbin_000016	Bacteria	0.933333333333333	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07676-L1_cleanbin_000032	Bacteria	0.924404761904762	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07606-L1_cleanbin_000028	Bacteria	0.903746177370031	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07675-L1_cleanbin_000061	Bacteria	0.773958333333333	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07648-L1_cleanbin_000044	Bacteria	0.771710526315789	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07677-L1_cleanbin_000043	Bacteria	0.725	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07615-L1_cleanbin_000059	Bacteria	0.716666666666667	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
ManaraSGB20254	Bacteria	0.626754385964912	ManaraSGB20254	ManaraSGB20254	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07663-L1_cleanbin_000065	Bacteria	0.511666666666667	Ptschw_cluster97_000086	H07667-L1_cleanbin_000023	GreatApes_cluster95_002820	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002820	TRUE	FALSE	FALSE
H07635-L1_cleanbin_000016	Bacteria	0.941666666666667	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02605-L1_cleanbin_000014	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02606-L1_cleanbin_000014	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02608-L1_cleanbin_000016	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02611-L1_cleanbin_000014	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02620-L1_cleanbin_000019	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02627-L1_cleanbin_000014	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02653-L1_cleanbin_000027	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
H07619-L1_cleanbin_000018	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
H07636-L1_cleanbin_000017	Bacteria	0.933333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02621-L1_cleanbin_000010	Bacteria	0.925	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02640-L1_cleanbin_000024	Bacteria	0.925	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02630-L1_cleanbin_000020	Bacteria	0.916666666666667	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
H07645-L1_cleanbin_000027	Bacteria	0.916666666666667	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02612-L1_cleanbin_000013	Bacteria	0.903746177370031	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02634-L1_cleanbin_000026	Bacteria	0.903746177370031	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
H07637-L1_cleanbin_000026	Bacteria	0.903746177370031	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02610-L1_cleanbin_000019	Bacteria	0.883333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02614-L1_cleanbin_000032	Bacteria	0.848624595469256	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02607-L1_cleanbin_000034	Bacteria	0.836716171617162	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02641-L1_cleanbin_000031	Bacteria	0.828333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02615-L1_cleanbin_000021	Bacteria	0.819949494949495	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02633-L1_cleanbin_000022	Bacteria	0.808333333333333	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02617-L1_cleanbin_000024	Bacteria	0.799528301886792	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02637-L1_cleanbin_000031	Bacteria	0.69656862745098	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02645-L1_cleanbin_000041	Bacteria	0.682142857142857	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02626-L1_cleanbin_000031	Bacteria	0.679618473895582	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02624-L1_cleanbin_000039	Bacteria	0.643589743589744	Ptver_cluster97_000152	H07635-L1_cleanbin_000016	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02629-L1_cleanbin_000043	Bacteria	0.558333333333333	Ptver_cluster97_000502	G02629-L1_cleanbin_000043	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
G02609-L1_cleanbin_000029	Bacteria	0.503676470588235	Ptver_cluster97_000587	G02609-L1_cleanbin_000029	GreatApes_cluster95_002821	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002821	FALSE	FALSE	TRUE
MGYG000001767	Bacteria	0.941666666666667	MGYG000001767	MGYG000001767	GreatApes_cluster95_002822	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp000432655	TRUE	TRUE	FALSE
E07182-L1_cleanbin_000015	Bacteria	0.933333333333333	HsG_cluster97_000204	E07182-L1_cleanbin_000015	GreatApes_cluster95_002822	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp000432655	TRUE	TRUE	FALSE
H07644-L1_cleanbin_000024	Bacteria	0.823397435897436	HsA2_cluster97_000173	H07644-L1_cleanbin_000024	GreatApes_cluster95_002822	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp000432655	TRUE	TRUE	FALSE
ManaraSGB2214	Bacteria	0.713505747126437	ManaraSGB2214	ManaraSGB2214	GreatApes_cluster95_002822	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp000432655	TRUE	TRUE	FALSE
MGYG000002922	Bacteria	0.941666666666667	MGYG000002922	MGYG000002922	GreatApes_cluster95_002823	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp900541925	TRUE	TRUE	FALSE
H07641-L1_cleanbin_000019	Bacteria	0.883333333333333	HsA2_cluster97_000144	H07641-L1_cleanbin_000019	GreatApes_cluster95_002823	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp900541925	TRUE	TRUE	FALSE
H07599-L1_cleanbin_000024	Bacteria	0.840196078431373	HsA2_cluster97_000144	H07641-L1_cleanbin_000019	GreatApes_cluster95_002823	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp900541925	TRUE	TRUE	FALSE
ManaraSGB2215	Bacteria	0.725	ManaraSGB2215	ManaraSGB2215	GreatApes_cluster95_002823	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_sp900541925	TRUE	TRUE	FALSE
ManaraSGB20267	Bacteria	0.941666666666667	ManaraSGB20267	ManaraSGB20267	GreatApes_cluster95_002824	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002824	TRUE	FALSE	FALSE
G02607-L1_cleanbin_000021	Bacteria	0.941666666666667	Ptver_cluster97_000150	G02607-L1_cleanbin_000021	GreatApes_cluster95_002825	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002825	FALSE	FALSE	TRUE
G02614-L1_cleanbin_000022	Bacteria	0.941666666666667	Ptver_cluster97_000150	G02607-L1_cleanbin_000021	GreatApes_cluster95_002825	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002825	FALSE	FALSE	TRUE
G02633-L1_cleanbin_000011	Bacteria	0.941666666666667	Ptver_cluster97_000150	G02607-L1_cleanbin_000021	GreatApes_cluster95_002825	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002825	FALSE	FALSE	TRUE
H07635-L1_cleanbin_000015	Bacteria	0.941666666666667	Ptver_cluster97_000150	G02607-L1_cleanbin_000021	GreatApes_cluster95_002825	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002825	FALSE	FALSE	TRUE
H07637-L1_cleanbin_000016	Bacteria	0.941666666666667	Ptver_cluster97_000150	G02607-L1_cleanbin_000021	GreatApes_cluster95_002825	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002825	FALSE	FALSE	TRUE
G02616-L1_cleanbin_000018	Bacteria	0.933333333333333	Ptver_cluster97_000150	G02607-L1_cleanbin_000021	GreatApes_cluster95_002825	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002825	FALSE	FALSE	TRUE
G02617-L1_cleanbin_000011	Bacteria	0.933333333333333	Ptver_cluster97_000150	G02607-L1_cleanbin_000021	GreatApes_cluster95_002825	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002825	FALSE	FALSE	TRUE
G02610-L1_cleanbin_000013	Bacteria	0.928869047619048	Ptver_cluster97_000150	G02607-L1_cleanbin_000021	GreatApes_cluster95_002825	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002825	FALSE	FALSE	TRUE
H07689-L1_cleanbin_000010	Bacteria	0.941666666666667	Pttrog_cluster97_000019	H07689-L1_cleanbin_000010	GreatApes_cluster95_002826	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002826	FALSE	FALSE	TRUE
H07612-L1_cleanbin_000004	Bacteria	0.925	Pttrog_cluster97_000019	H07689-L1_cleanbin_000010	GreatApes_cluster95_002826	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002826	FALSE	FALSE	TRUE
H07634-L1_cleanbin_000031	Bacteria	0.941666666666667	Gberingei_cluster97_000069	H07634-L1_cleanbin_000031	GreatApes_cluster95_002827	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002827	FALSE	FALSE	TRUE
H07626-L1_cleanbin_000032	Bacteria	0.838915857605178	Gberingei_cluster97_000069	H07634-L1_cleanbin_000031	GreatApes_cluster95_002827	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002827	FALSE	FALSE	TRUE
H07627-L1_cleanbin_000043	Bacteria	0.807013201320132	Gberingei_cluster97_000069	H07634-L1_cleanbin_000031	GreatApes_cluster95_002827	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002827	FALSE	FALSE	TRUE
H07616-L1_cleanbin_000065	Bacteria	0.683928571428571	Gberingei_cluster97_000069	H07634-L1_cleanbin_000031	GreatApes_cluster95_002827	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002827	FALSE	FALSE	TRUE
H07617-L1_cleanbin_000062	Bacteria	0.661111111111111	Gberingei_cluster97_000069	H07634-L1_cleanbin_000031	GreatApes_cluster95_002827	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002827	FALSE	FALSE	TRUE
H07646-L1_cleanbin_000061	Bacteria	0.641666666666667	Gberingei_cluster97_000069	H07634-L1_cleanbin_000031	GreatApes_cluster95_002827	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002827	FALSE	FALSE	TRUE
H07631-L1_cleanbin_000061	Bacteria	0.625378787878788	Gberingei_cluster97_000069	H07634-L1_cleanbin_000031	GreatApes_cluster95_002827	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002827	FALSE	FALSE	TRUE
H07685-L1_cleanbin_000025	Bacteria	0.56349765258216	Gberingei_cluster97_000069	H07634-L1_cleanbin_000031	GreatApes_cluster95_002827	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002827	FALSE	FALSE	TRUE
H07677-L1_cleanbin_000013	Bacteria	0.941666666666667	Ptschw_cluster97_000087	H07677-L1_cleanbin_000013	GreatApes_cluster95_002828	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002828	FALSE	FALSE	TRUE
H07667-L1_cleanbin_000033	Bacteria	0.920495495495496	Ptschw_cluster97_000087	H07677-L1_cleanbin_000013	GreatApes_cluster95_002828	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002828	FALSE	FALSE	TRUE
H07648-L1_cleanbin_000026	Bacteria	0.9	Ptschw_cluster97_000087	H07677-L1_cleanbin_000013	GreatApes_cluster95_002828	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002828	FALSE	FALSE	TRUE
H07615-L1_cleanbin_000028	Bacteria	0.883333333333333	Ptschw_cluster97_000087	H07677-L1_cleanbin_000013	GreatApes_cluster95_002828	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002828	FALSE	FALSE	TRUE
H07649-L1_cleanbin_000031	Bacteria	0.878616352201258	Ptschw_cluster97_000087	H07677-L1_cleanbin_000013	GreatApes_cluster95_002828	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002828	FALSE	FALSE	TRUE
H07676-L1_cleanbin_000075	Bacteria	0.707958801498127	Ptschw_cluster97_000245	H07676-L1_cleanbin_000075	GreatApes_cluster95_002828	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__Cryptobacteroides	s__Cryptobacteroides_spGreatApes002828	FALSE	FALSE	TRUE
